,gene_ids-0
Keap1,ENSMUSG00000003308.10
S1pr5,ENSMUSG00000045087.8
Atg4d,ENSMUSG00000002820.5
Kri1,ENSMUSG00000035047.5
RP24-496O17.2,ENSMUSG00000102340.1
Cdkn2d,ENSMUSG00000096472.1
Ap1m2,ENSMUSG00000003309.9
Slc44a2,ENSMUSG00000057193.7
Ilf3,ENSMUSG00000032178.9
Gm16853,ENSMUSG00000097665.1
Qtrt1,ENSMUSG00000002825.6
Dnm2,ENSMUSG00000033335.13
Mir199a-1,ENSMUSG00000065547.1
Tmed1,ENSMUSG00000032180.10
AB124611,ENSMUSG00000057191.9
Gm20519,ENSMUSG00000092261.1
Carm1,ENSMUSG00000032185.10
Yipf2,ENSMUSG00000032182.10
1810026J23Rik,ENSMUSG00000048429.10
Mir1946b,ENSMUSG00000088478.1
Smarca4,ENSMUSG00000032187.12
Gm27373,ENSMUSG00000099192.1
Gm26511,ENSMUSG00000097155.1
Ldlr,ENSMUSG00000032193.8
Spc24,ENSMUSG00000074476.5
Kank2,ENSMUSG00000032194.8
Dock6,ENSMUSG00000032198.8
Mir7083,ENSMUSG00000098473.1
Gm6484,ENSMUSG00000047822.7
Rab3d,ENSMUSG00000019066.9
Tmem205,ENSMUSG00000040883.11
Ccdc159,ENSMUSG00000006241.11
Lppr2,ENSMUSG00000040563.9
Swsap1,ENSMUSG00000051238.5
Epor,ENSMUSG00000006235.5
Rgl3,ENSMUSG00000040146.8
Ccdc151,ENSMUSG00000039632.8
Prkcsh,ENSMUSG00000003402.9
Elavl3,ENSMUSG00000003410.7
Zfp653,ENSMUSG00000038895.11
Gm16845,ENSMUSG00000096981.1
Ecsit,ENSMUSG00000066839.7
Cnn1,ENSMUSG00000001349.4
Elof1,ENSMUSG00000013822.6
Mir7084,ENSMUSG00000098646.1
Acp5,ENSMUSG00000001348.10
Pigyl,ENSMUSG00000010607.8
Rpl15-ps3,ENSMUSG00000061167.9
Zfp872,ENSMUSG00000074472.5
1810064F22Rik,ENSMUSG00000090925.2
Zfp809,ENSMUSG00000057982.7
Zfp599,ENSMUSG00000062794.8
Zfp810,ENSMUSG00000066829.6
Gm10182,ENSMUSG00000094627.1
Anln,ENSMUSG00000036777.7
9530077C05Rik,ENSMUSG00000036411.9
Rp9,ENSMUSG00000032239.9
Gm17545,ENSMUSG00000091159.1
Bbs9,ENSMUSG00000035919.12
Gm2976,ENSMUSG00000090067.1
Gm16165,ENSMUSG00000089958.1
Gm16164,ENSMUSG00000089909.1
Gm27639,ENSMUSG00000098940.1
Bmper,ENSMUSG00000031963.7
Npsr1,ENSMUSG00000043659.7
Gm15600,ENSMUSG00000085969.1
Gm10701,ENSMUSG00000074465.2
Gm22380,ENSMUSG00000088104.1
Dpy19l1,ENSMUSG00000043067.11
Dpy19l2,ENSMUSG00000085576.2
Cypt4,ENSMUSG00000047995.6
RP24-174I18.1,ENSMUSG00000103682.1
Tbx20,ENSMUSG00000031965.10
Gm23893,ENSMUSG00000088731.1
Gm10181,ENSMUSG00000066810.2
Gm10180,ENSMUSG00000066809.1
Herpud2,ENSMUSG00000008429.7
Gm29642,ENSMUSG00000100002.1
Gm29375,ENSMUSG00000100824.1
Sept7,ENSMUSG00000001833.12
Eepd1,ENSMUSG00000036611.5
Gm25861,ENSMUSG00000088876.1
Gm25346,ENSMUSG00000077697.1
Gm26190,ENSMUSG00000095069.1
B3gat1,ENSMUSG00000045994.12
Glb1l2,ENSMUSG00000036395.10
Glb1l3,ENSMUSG00000031966.6
Gm1110,ENSMUSG00000079644.1
Acad8,ENSMUSG00000031969.11
Thyn1,ENSMUSG00000035443.9
Vps26b,ENSMUSG00000031988.9
Ncapd3,ENSMUSG00000035024.11
Jam3,ENSMUSG00000031990.10
Gm29172,ENSMUSG00000100409.1
Igsf9b,ENSMUSG00000034275.13
Spata19,ENSMUSG00000031991.9
Opcml,ENSMUSG00000062257.8
Gm15606,ENSMUSG00000087531.3
Ntm,ENSMUSG00000059974.6
Gm15520,ENSMUSG00000085449.1
Gm15521,ENSMUSG00000085638.1
RP23-36B4.2,ENSMUSG00000103855.1
Gm26435,ENSMUSG00000096018.1
Snx19,ENSMUSG00000031993.6
Adamts15,ENSMUSG00000033453.7
Adamts8,ENSMUSG00000031994.9
Zbtb44,ENSMUSG00000047412.11
Gm17508,ENSMUSG00000097701.1
St14,ENSMUSG00000031995.4
Gm16071,ENSMUSG00000081343.1
Aplp2,ENSMUSG00000031996.12
Gm7244,ENSMUSG00000091003.1
Prdm10,ENSMUSG00000042496.13
Nfrkb,ENSMUSG00000042185.9
Tmem45b,ENSMUSG00000041737.7
Barx2,ENSMUSG00000032033.11
Gm3756,ENSMUSG00000091639.1
Arhgap32,ENSMUSG00000041444.10
Kcnj5,ENSMUSG00000032034.5
Kcnj1,ENSMUSG00000041248.8
Fli1,ENSMUSG00000016087.9
Gm22060,ENSMUSG00000064492.1
RP23-84E4.3,ENSMUSG00000103151.1
RP24-88B13.5,ENSMUSG00000102352.1
Gm27201,ENSMUSG00000098645.1
RP24-88B13.3,ENSMUSG00000102153.1
RP24-88B13.7,ENSMUSG00000102850.1
Gm27163,ENSMUSG00000098796.1
Ets1,ENSMUSG00000032035.11
Gm27240,ENSMUSG00000098843.1
Gm3331,ENSMUSG00000099148.1
RP24-308I2.2,ENSMUSG00000102467.1
Gm27162,ENSMUSG00000099025.1
RP24-86O15.1,ENSMUSG00000102184.1
Gm27166,ENSMUSG00000098519.1
RP24-82E11.1,ENSMUSG00000102712.1
Gm10698,ENSMUSG00000079884.6
Gm25439,ENSMUSG00000088905.1
Gm27165,ENSMUSG00000099256.1
Gm27164,ENSMUSG00000098358.1
7630403G23Rik,ENSMUSG00000098758.1
Gm27161,ENSMUSG00000098909.1
RP23-301M11.2,ENSMUSG00000102873.1
Kirrel3,ENSMUSG00000032036.11
RP24-225I21.2,ENSMUSG00000103552.1
RP23-394E10.1,ENSMUSG00000102567.1
Gm26662,ENSMUSG00000097355.1
Kirrel3os,ENSMUSG00000053889.5
Gm23702,ENSMUSG00000089465.1
St3gal4,ENSMUSG00000032038.6
4930581F22Rik,ENSMUSG00000070315.7
Dcps,ENSMUSG00000032040.11
Gm24262,ENSMUSG00000088056.1
Tirap,ENSMUSG00000032041.11
Srpr,ENSMUSG00000032042.7
Foxred1,ENSMUSG00000039048.10
Fam118b,ENSMUSG00000050471.12
Rpusd4,ENSMUSG00000032044.4
Gm5614,ENSMUSG00000066771.2
RP23-296M10.4,ENSMUSG00000103259.1
Cdon,ENSMUSG00000038119.10
Gm25630,ENSMUSG00000065934.1
Gm24188,ENSMUSG00000088605.1
Gm1113,ENSMUSG00000098590.1
RP23-462C3.2,ENSMUSG00000102472.1
Ddx25,ENSMUSG00000032101.5
Pus3,ENSMUSG00000032103.6
Hyls1,ENSMUSG00000050555.9
Pate2,ENSMUSG00000074452.8
Gm6762,ENSMUSG00000086984.4
Gm10105,ENSMUSG00000094676.3
Pate4,ENSMUSG00000032099.2
Gm17365,ENSMUSG00000094995.1
Gm17252,ENSMUSG00000091215.3
Gm17677,ENSMUSG00000091174.1
Gm17727,ENSMUSG00000090738.2
Gm27235,ENSMUSG00000098847.1
D730048I06Rik,ENSMUSG00000032108.3
RP23-291B23.4,ENSMUSG00000104304.1
9230110F15Rik,ENSMUSG00000047980.6
Gm3428,ENSMUSG00000098705.3
9230113P08Rik,ENSMUSG00000078934.4
Gm27187,ENSMUSG00000099201.3
Gm5916,ENSMUSG00000091411.1
Gm3434,ENSMUSG00000098390.3
Gm3867,ENSMUSG00000066767.5
Gm7257,ENSMUSG00000023093.7
Gm9513,ENSMUSG00000090710.2
Gm27160,ENSMUSG00000098949.1
Gm5615,ENSMUSG00000074448.2
Gm27218,ENSMUSG00000099274.1
Gm17689,ENSMUSG00000091248.1
A630095E13Rik,ENSMUSG00000070313.4
1700027I24Rik,ENSMUSG00000098304.1
Acrv1,ENSMUSG00000032110.4
Chek1,ENSMUSG00000032113.11
Stt3a,ENSMUSG00000032116.13
Gm26787,ENSMUSG00000096993.2
Ei24,ENSMUSG00000062762.11
Gm27219,ENSMUSG00000098985.1
Fez1,ENSMUSG00000032118.11
Pknox2,ENSMUSG00000035934.11
Gm3896,ENSMUSG00000093721.1
n-R5s82,ENSMUSG00000077401.1
Gm25273,ENSMUSG00000077483.1
Tmem218,ENSMUSG00000032121.8
Slc37a2,ENSMUSG00000032122.10
Gm10177,ENSMUSG00000090136.4
Ccdc15,ENSMUSG00000034303.6
Hepacam,ENSMUSG00000046240.7
Robo4,ENSMUSG00000032125.15
Robo3,ENSMUSG00000032128.10
Msantd2,ENSMUSG00000042138.6
Esam,ENSMUSG00000001946.9
Vsig2,ENSMUSG00000001943.7
Nrgn,ENSMUSG00000053310.7
Spa17,ENSMUSG00000001948.9
Siae,ENSMUSG00000001942.7
Tbrg1,ENSMUSG00000011114.13
Panx3,ENSMUSG00000011118.3
Gm8343,ENSMUSG00000097946.1
Tpt1-ps5,ENSMUSG00000059252.4
Olfr160,ENSMUSG00000061165.6
Olfr874,ENSMUSG00000063350.5
Olfr875,ENSMUSG00000058628.3
Olfr876,ENSMUSG00000066750.2
Gm24764,ENSMUSG00000065620.1
Olfr877,ENSMUSG00000066749.1
Olfr145,ENSMUSG00000066748.2
Olfr878,ENSMUSG00000066747.3
Olfr881,ENSMUSG00000060583.2
Olfr883,ENSMUSG00000094461.1
Olfr884,ENSMUSG00000095893.2
Olfr885,ENSMUSG00000096424.1
Olfr887,ENSMUSG00000096167.1
Olfr888,ENSMUSG00000095527.1
Olfr889,ENSMUSG00000096356.1
Olfr890,ENSMUSG00000096409.1
Olfr891,ENSMUSG00000045528.1
Gm17798,ENSMUSG00000098147.1
Olfr892-ps1,ENSMUSG00000058521.1
Olfr893,ENSMUSG00000093901.1
Olfr894,ENSMUSG00000070311.2
Olfr143,ENSMUSG00000094778.1
Olfr895,ENSMUSG00000096427.1
Olfr25,ENSMUSG00000058270.2
Olfr898,ENSMUSG00000094588.1
Olfr250,ENSMUSG00000049864.1
Olfr251,ENSMUSG00000096757.1
Olfr147,ENSMUSG00000049098.2
Olfr901,ENSMUSG00000052058.1
Olfr902,ENSMUSG00000049334.2
Olfr904,ENSMUSG00000094380.1
Olfr905,ENSMUSG00000096794.1
Olfr906,ENSMUSG00000039962.1
Olfr907,ENSMUSG00000094810.1
Gm23271,ENSMUSG00000077240.1
Olfr908,ENSMUSG00000063732.2
Olfr911-ps1,ENSMUSG00000062621.2
Olfr910,ENSMUSG00000057444.2
Olfr912,ENSMUSG00000060114.2
Olfr913,ENSMUSG00000059189.2
Olfr914,ENSMUSG00000047050.1
Olfr916,ENSMUSG00000094701.1
Olfr917,ENSMUSG00000063225.1
Olfr918,ENSMUSG00000046150.1
Olfr919,ENSMUSG00000056961.1
Vwa5a,ENSMUSG00000023186.10
Olfr920,ENSMUSG00000061039.3
Olfr921,ENSMUSG00000049926.3
Olfr922,ENSMUSG00000043911.4
Olfr923,ENSMUSG00000044798.5
Olfr924,ENSMUSG00000062103.4
Olfr26,ENSMUSG00000047667.5
Olfr926,ENSMUSG00000064333.2
Olfr930,ENSMUSG00000063221.4
Olfr933,ENSMUSG00000058515.2
Olfr934,ENSMUSG00000057424.1
Olfr935,ENSMUSG00000059595.1
Olfr146,ENSMUSG00000058820.2
Olfr936,ENSMUSG00000095194.1
Gm25529,ENSMUSG00000093935.1
Olfr937,ENSMUSG00000094182.1
Gm25032,ENSMUSG00000093152.1
Olfr938,ENSMUSG00000048501.2
Olfr27,ENSMUSG00000049708.7
Olfr943,ENSMUSG00000094970.1
Olfr944,ENSMUSG00000096555.1
Olfr1537,ENSMUSG00000096109.1
Olfr945,ENSMUSG00000063380.2
Olfr948,ENSMUSG00000057349.1
Olfr951,ENSMUSG00000094269.1
Olfr952,ENSMUSG00000058856.3
Olfr954,ENSMUSG00000094745.1
Olfr955,ENSMUSG00000063176.1
Olfr44,ENSMUSG00000062649.4
Olfr957,ENSMUSG00000095322.1
Gm24278,ENSMUSG00000077427.1
Olfr958,ENSMUSG00000050853.2
Olfr959,ENSMUSG00000059366.2
AW551984,ENSMUSG00000038112.11
Olfr148,ENSMUSG00000048299.6
Olfr960,ENSMUSG00000059867.2
Olfr961,ENSMUSG00000059106.3
Olfr963,ENSMUSG00000064110.1
Olfr964-ps1,ENSMUSG00000044107.5
Olfr149,ENSMUSG00000062121.2
Olfr965,ENSMUSG00000095839.1
Olfr150,ENSMUSG00000094353.1
Olfr967,ENSMUSG00000055820.1
Olfr968,ENSMUSG00000095903.1
Olfr969,ENSMUSG00000094254.1
Olfr970,ENSMUSG00000095774.1
Olfr971,ENSMUSG00000093934.1
Olfr972,ENSMUSG00000094449.1
Olfr229,ENSMUSG00000095390.1
Olfr974,ENSMUSG00000051493.5
Olfr975,ENSMUSG00000043331.5
Olfr976,ENSMUSG00000047352.5
Olfr978,ENSMUSG00000044292.3
Olfr979,ENSMUSG00000059473.3
Olfr980,ENSMUSG00000060254.5
Olfr981,ENSMUSG00000046678.4
1700001J11Rik,ENSMUSG00000101963.1
Olfr982,ENSMUSG00000049010.5
Olfr983,ENSMUSG00000044205.5
Olfr984,ENSMUSG00000045812.3
Olfr985,ENSMUSG00000049073.5
Tmem225,ENSMUSG00000040541.7
Olfr986,ENSMUSG00000051095.5
Zfp202,ENSMUSG00000025602.9
Scn3b,ENSMUSG00000049281.11
Gramd1b,ENSMUSG00000040111.10
1700110K17Rik,ENSMUSG00000087047.4
Gm17540,ENSMUSG00000097205.1
Gm21915,ENSMUSG00000094204.1
Clmp,ENSMUSG00000032024.10
Gm16095,ENSMUSG00000086014.1
Gm16096,ENSMUSG00000087135.3
Hspa8,ENSMUSG00000015656.12
Snord14c,ENSMUSG00000096263.1
Snord14d,ENSMUSG00000095118.1
Snord14e,ENSMUSG00000064791.1
Bsx,ENSMUSG00000054360.3
4931429I11Rik,ENSMUSG00000032023.7
Crtam,ENSMUSG00000032021.9
Ubash3b,ENSMUSG00000032020.11
1700063D05Rik,ENSMUSG00000100837.2
Gm25401,ENSMUSG00000064909.1
2610203C20Rik,ENSMUSG00000074415.6
Mir100,ENSMUSG00000093011.1
Mirlet7a-2,ENSMUSG00000092770.1
Gm28119,ENSMUSG00000100158.1
Mir125b-1,ENSMUSG00000093354.1
Gm8707,ENSMUSG00000098093.1
Sorl1,ENSMUSG00000049313.8
Gm16214,ENSMUSG00000086360.1
Sc5d,ENSMUSG00000032018.9
Gm26272,ENSMUSG00000096114.1
Tecta,ENSMUSG00000037705.9
Tbcel,ENSMUSG00000037287.10
Gm16322,ENSMUSG00000087456.1
Grik4,ENSMUSG00000032017.10
Gm24420,ENSMUSG00000093745.1
Gm27509,ENSMUSG00000076355.2
Arhgef12,ENSMUSG00000059495.9
Tmem136,ENSMUSG00000048503.6
Pou2f3,ENSMUSG00000032015.11
Oaf,ENSMUSG00000032014.5
D630033O11Rik,ENSMUSG00000095385.1
Trim29,ENSMUSG00000032013.5
Gm28215,ENSMUSG00000100836.1
Pvrl1,ENSMUSG00000032012.7
Gm3898,ENSMUSG00000096322.1
Gm23326,ENSMUSG00000088044.1
Thy1,ENSMUSG00000032011.4
Rnf26,ENSMUSG00000053128.10
Usp2,ENSMUSG00000032010.10
Mfrp,ENSMUSG00000034739.13
C1qtnf5,ENSMUSG00000079592.5
Gm20444,ENSMUSG00000092258.1
Gm26737,ENSMUSG00000097467.1
Gm10687,ENSMUSG00000097617.1
Mcam,ENSMUSG00000032135.10
Cbl,ENSMUSG00000034342.8
Ccdc153,ENSMUSG00000070306.2
Pdzd3,ENSMUSG00000032105.4
Nlrx1,ENSMUSG00000032109.10
Abcg4,ENSMUSG00000032131.11
Hinfp,ENSMUSG00000032119.4
C2cd2l,ENSMUSG00000032120.10
Dpagt1,ENSMUSG00000032123.4
H2afx,ENSMUSG00000049932.3
Hmbs,ENSMUSG00000032126.11
Vps11,ENSMUSG00000032127.8
Gm22141,ENSMUSG00000088028.1
Gm10080,ENSMUSG00000060467.3
Hyou1,ENSMUSG00000032115.9
Gm26306,ENSMUSG00000088398.1
Slc37a4,ENSMUSG00000032114.8
Mir7085,ENSMUSG00000099309.1
Trappc4,ENSMUSG00000032112.9
Rps25,ENSMUSG00000009927.8
Ccdc84,ENSMUSG00000043923.7
Foxr1,ENSMUSG00000074397.3
Upk2,ENSMUSG00000041523.2
Gm9830,ENSMUSG00000094437.1
Gm22540,ENSMUSG00000088793.1
C030014I23Rik,ENSMUSG00000060380.2
Bcl9l,ENSMUSG00000063382.5
Cxcr5,ENSMUSG00000047880.10
Ddx6,ENSMUSG00000032097.9
Treh,ENSMUSG00000032098.9
Phldb1,ENSMUSG00000048537.11
Gm24166,ENSMUSG00000064658.1
Arcn1,ENSMUSG00000032096.11
Ift46,ENSMUSG00000002031.7
Tmem25,ENSMUSG00000002032.12
Ttc36,ENSMUSG00000039438.6
Kmt2a,ENSMUSG00000002028.8
Gm26249,ENSMUSG00000080358.1
Atp5l,ENSMUSG00000038717.7
Ube4a,ENSMUSG00000059890.11
Cd3g,ENSMUSG00000002033.9
Cd3d,ENSMUSG00000032094.7
Cd3e,ENSMUSG00000032093.6
Mpzl2,ENSMUSG00000032092.4
Mpzl3,ENSMUSG00000070305.6
Amica1,ENSMUSG00000048534.6
Gm10684,ENSMUSG00000074385.2
Scn2b,ENSMUSG00000070304.7
Scn4b,ENSMUSG00000046480.5
Tmprss4,ENSMUSG00000032091.10
Gm17099,ENSMUSG00000091659.1
BC049352,ENSMUSG00000091996.3
Il10ra,ENSMUSG00000032089.12
Gm20612,ENSMUSG00000093722.1
Mir7086,ENSMUSG00000098361.1
1700003G13Rik,ENSMUSG00000085831.3
Tmprss13,ENSMUSG00000037129.7
Fxyd6,ENSMUSG00000066705.6
Fxyd2,ENSMUSG00000059412.6
4833428L15Rik,ENSMUSG00000097074.1
Dscaml1,ENSMUSG00000032087.9
Gm22069,ENSMUSG00000096202.1
Cep164,ENSMUSG00000043987.13
Gm7286,ENSMUSG00000098194.1
Bace1,ENSMUSG00000032086.8
Gm16536,ENSMUSG00000089810.1
Rnf214,ENSMUSG00000042790.11
Gm24646,ENSMUSG00000087734.1
Pcsk7,ENSMUSG00000035382.8
Tagln,ENSMUSG00000032085.4
Sidt2,ENSMUSG00000034908.11
Mir7087,ENSMUSG00000098327.1
Pafah1b2,ENSMUSG00000003131.6
Sik3,ENSMUSG00000034135.10
Apoa1,ENSMUSG00000032083.8
Apoc3,ENSMUSG00000032081.5
Apoa4,ENSMUSG00000032080.6
Gm10680,ENSMUSG00000074373.6
Apoa5,ENSMUSG00000032079.7
Zpr1,ENSMUSG00000032078.12
Bud13,ENSMUSG00000032077.4
4931429L15Rik,ENSMUSG00000056617.8
4930448E22Rik,ENSMUSG00000097463.1
Gm22659,ENSMUSG00000077383.1
Gm22805,ENSMUSG00000064673.1
2900052N01Rik,ENSMUSG00000099696.2
Gm4791,ENSMUSG00000094893.1
Gm22286,ENSMUSG00000094895.1
Cadm1,ENSMUSG00000032076.14
Nxpe2,ENSMUSG00000032028.11
Nxpe4,ENSMUSG00000044229.8
Gm5616,ENSMUSG00000063543.4
Rexo2,ENSMUSG00000032026.6
Rbm7,ENSMUSG00000042396.9
Gm5617,ENSMUSG00000042293.7
Gm23653,ENSMUSG00000080401.1
Nnmt,ENSMUSG00000032271.9
Zbtb16,ENSMUSG00000066687.4
Htr3a,ENSMUSG00000032269.7
Htr3b,ENSMUSG00000008590.4
Usp28,ENSMUSG00000032267.7
Zw10,ENSMUSG00000032264.8
Tmprss5,ENSMUSG00000032268.9
Gm4894,ENSMUSG00000054156.7
Drd2,ENSMUSG00000032259.7
Ankk1,ENSMUSG00000032257.5
Ttc12,ENSMUSG00000040219.4
Ncam1,ENSMUSG00000039542.11
Gm11149,ENSMUSG00000079564.2
Gm25633,ENSMUSG00000094255.1
Gm8907,ENSMUSG00000098012.1
Rpl10-ps3,ENSMUSG00000058443.4
Plet1os,ENSMUSG00000101304.1
Plet1,ENSMUSG00000032068.10
Pts,ENSMUSG00000032067.5
Bco2,ENSMUSG00000032066.9
Tex12,ENSMUSG00000032065.5
Il18,ENSMUSG00000039217.8
Sdhd,ENSMUSG00000000171.4
Timm8b,ENSMUSG00000039016.4
AU019823,ENSMUSG00000059820.10
Pih1d2,ENSMUSG00000000167.10
Dlat,ENSMUSG00000000168.5
Dixdc1,ENSMUSG00000032064.13
2310030G06Rik,ENSMUSG00000032062.1
Hspb2,ENSMUSG00000038086.3
Cryab,ENSMUSG00000032060.9
1110032A03Rik,ENSMUSG00000037971.6
Fdxacb1,ENSMUSG00000037845.10
Alg9,ENSMUSG00000032059.9
Ppp2r1b,ENSMUSG00000032058.10
Gm25558,ENSMUSG00000088708.1
Sik2,ENSMUSG00000037112.12
Layn,ENSMUSG00000060594.5
4833427G06Rik,ENSMUSG00000032057.8
Mir34c,ENSMUSG00000065587.1
Mir34b,ENSMUSG00000065492.1
Btg4,ENSMUSG00000032056.9
Pou2af1,ENSMUSG00000032053.7
Gm684,ENSMUSG00000079559.3
2010007H06Rik,ENSMUSG00000044694.2
1810046K07Rik,ENSMUSG00000036027.7
Gm7293,ENSMUSG00000078308.1
Arhgap20,ENSMUSG00000053199.9
Arhgap20os,ENSMUSG00000074354.7
Fdx1,ENSMUSG00000032051.8
Gm6981,ENSMUSG00000098076.1
Rdx,ENSMUSG00000032050.12
Gm27686,ENSMUSG00000099213.1
Zc3h12c,ENSMUSG00000035164.7
Mir6244,ENSMUSG00000099311.1
Gm25562,ENSMUSG00000077796.1
AI593442,ENSMUSG00000078307.2
Gm22242,ENSMUSG00000092965.1
Ddx10,ENSMUSG00000053289.7
4930510E17Rik,ENSMUSG00000032048.3
Exph5,ENSMUSG00000034584.3
Kdelc2,ENSMUSG00000034487.3
Mir130c,ENSMUSG00000098362.1
4930550C14Rik,ENSMUSG00000005131.3
Atm,ENSMUSG00000034218.11
Npat,ENSMUSG00000033054.7
Acat1,ENSMUSG00000032047.5
Cul5,ENSMUSG00000032030.12
Gm22304,ENSMUSG00000064622.1
Gm16124,ENSMUSG00000086914.1
Rab39,ENSMUSG00000055069.3
Rps6-ps3,ENSMUSG00000082465.1
Slc35f2,ENSMUSG00000042195.8
Sln,ENSMUSG00000042045.5
Gm16380,ENSMUSG00000059830.2
Elmod1,ENSMUSG00000041986.11
Tnfaip8l3,ENSMUSG00000074345.3
Cyp19a1,ENSMUSG00000032274.8
Gldnos,ENSMUSG00000074343.3
Gldn,ENSMUSG00000046167.5
Dmxl2,ENSMUSG00000041268.12
Gm25980,ENSMUSG00000087801.1
Sh2d7,ENSMUSG00000046460.10
Cib2,ENSMUSG00000037493.6
Idh3a,ENSMUSG00000032279.10
Acsbg1,ENSMUSG00000032281.7
Dnaja4,ENSMUSG00000032285.11
Mir5710,ENSMUSG00000093441.1
Wdr61,ENSMUSG00000061559.11
Crabp1,ENSMUSG00000032291.8
Ireb2,ENSMUSG00000032293.7
Hykk,ENSMUSG00000035878.9
AY074887,ENSMUSG00000044820.6
Psma4,ENSMUSG00000032301.9
Chrna5,ENSMUSG00000035594.9
Chrna3,ENSMUSG00000032303.6
Chrnb4,ENSMUSG00000035200.6
Ube2q2,ENSMUSG00000032307.12
Fbxo22,ENSMUSG00000032309.11
Nrg4,ENSMUSG00000032311.13
Gm15625,ENSMUSG00000082744.1
AI118078,ENSMUSG00000032313.7
Etfa,ENSMUSG00000032314.10
Isl2,ENSMUSG00000032318.8
Gm17226,ENSMUSG00000090270.1
Scaper,ENSMUSG00000034007.9
Gm23407,ENSMUSG00000064472.1
Rfpl3s,ENSMUSG00000050702.5
Rcn2,ENSMUSG00000032320.7
Pstpip1,ENSMUSG00000032322.10
Tspan3,ENSMUSG00000032324.10
Peak1,ENSMUSG00000074305.5
Gm24270,ENSMUSG00000076281.1
Gm29322,ENSMUSG00000099543.1
Peak1os,ENSMUSG00000097111.1
RP23-456B7.3,ENSMUSG00000102617.1
RP23-180C14.1,ENSMUSG00000102419.1
Hmg20a,ENSMUSG00000032329.3
Gm26868,ENSMUSG00000097870.1
Lingo1,ENSMUSG00000049556.4
Odf3l1,ENSMUSG00000045620.6
Cspg4,ENSMUSG00000032911.5
Snx33,ENSMUSG00000032733.5
Imp3,ENSMUSG00000032288.9
Snupn,ENSMUSG00000055334.4
Ptpn9,ENSMUSG00000032290.6
Gm10658,ENSMUSG00000074284.6
Sin3a,ENSMUSG00000042557.10
2700012I20Rik,ENSMUSG00000097334.1
Man2c1os,ENSMUSG00000086728.2
Man2c1,ENSMUSG00000032295.11
Neil1,ENSMUSG00000032298.9
Commd4,ENSMUSG00000032299.9
1700041C23Rik,ENSMUSG00000100282.1
Trcg1,ENSMUSG00000070298.5
1700017B05Rik,ENSMUSG00000032300.6
Gm5121,ENSMUSG00000066626.5
Ppcdc,ENSMUSG00000063849.5
Scamp5,ENSMUSG00000040722.6
Gm6166,ENSMUSG00000074280.5
Rpp25,ENSMUSG00000062309.7
Cox5a,ENSMUSG00000000088.6
Gm26631,ENSMUSG00000097445.1
Fam219b,ENSMUSG00000032305.10
Mpi,ENSMUSG00000032306.10
Scamp2,ENSMUSG00000040188.9
Ulk3,ENSMUSG00000032308.8
Cplx3,ENSMUSG00000039714.8
Lman1l,ENSMUSG00000056271.9
Csk,ENSMUSG00000032312.6
Cyp1a2,ENSMUSG00000032310.3
Cyp1a1,ENSMUSG00000032315.5
Edc3,ENSMUSG00000038957.9
Clk3,ENSMUSG00000032316.7
Gm17231,ENSMUSG00000091908.3
Arid3b,ENSMUSG00000004661.11
Ubl7,ENSMUSG00000055720.9
Sema7a,ENSMUSG00000038264.7
Gm17322,ENSMUSG00000097604.1
Cyp11a1,ENSMUSG00000032323.9
Ccdc33,ENSMUSG00000037716.10
Gm16130,ENSMUSG00000086624.1
Stra6,ENSMUSG00000032327.10
Gm16131,ENSMUSG00000085753.1
Islr,ENSMUSG00000037206.10
Islr2,ENSMUSG00000051243.9
1600029O15Rik,ENSMUSG00000057818.8
Pml,ENSMUSG00000036986.12
Mir6385,ENSMUSG00000098886.1
Stoml1,ENSMUSG00000032333.5
Loxl1,ENSMUSG00000032334.9
Tbc1d21,ENSMUSG00000036244.4
1700072B07Rik,ENSMUSG00000100487.1
4930461G14Rik,ENSMUSG00000097651.1
6030419C18Rik,ENSMUSG00000066607.4
Cd276,ENSMUSG00000035914.6
RP24-78F21.3,ENSMUSG00000103486.1
Nptn,ENSMUSG00000032336.13
Rec114,ENSMUSG00000074269.6
Gm20620,ENSMUSG00000093473.1
Hcn4,ENSMUSG00000032338.8
Neo1,ENSMUSG00000032340.7
Gm7589,ENSMUSG00000066592.3
Adpgk,ENSMUSG00000025236.10
Bbs4,ENSMUSG00000025235.7
Arih1,ENSMUSG00000025234.7
Rps11-ps1,ENSMUSG00000090516.1
Tmem202,ENSMUSG00000049526.7
Hexa,ENSMUSG00000025232.7
Celf6,ENSMUSG00000032297.7
Parp6,ENSMUSG00000025237.11
Pkm,ENSMUSG00000032294.12
Gramd2,ENSMUSG00000074259.6
Senp8,ENSMUSG00000051705.8
Myo9a,ENSMUSG00000039585.11
Gm7613,ENSMUSG00000087239.1
Gm2735,ENSMUSG00000085116.1
Nr2e3,ENSMUSG00000032292.4
Gm7616,ENSMUSG00000084913.3
Gm15507,ENSMUSG00000084847.3
Thsd4,ENSMUSG00000032289.11
Gm23668,ENSMUSG00000088090.1
Gm22099,ENSMUSG00000088550.1
Lrrc49,ENSMUSG00000047766.11
B930082K07Rik,ENSMUSG00000097734.1
Larp6,ENSMUSG00000034839.5
1700036A12Rik,ENSMUSG00000095956.2
Uaca,ENSMUSG00000034485.9
Gm9869,ENSMUSG00000052143.7
Gm10655,ENSMUSG00000074256.3
